Год,Метка_норм,Категория дел,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2018,Об оспаривании решений избирательных комиссий по вопросам регистрации кандидатов при проведении выборов Президента РФ,Об оспаривании решений избирательных комиссий по вопросам регистрации кандидатов при проведении выборов Президента РФ,6,1,16.7,5,83.3,0,0,0.0,0,0
2020,Об оспаривании решений избирательных комиссий по вопросам регистрации кандидатов при проведении выборов Президента РФ,Об оспаривании решений избирательных комиссий по вопросам регистрации кандидатов при проведении выборов Президента РФ,2,2,100.0,0,0.0,0,0,0.0,0,0
2022,Об оспаривании решений избирательных комиссий по вопросам регистрации кандидатов при проведении выборов Президента РФ,Об оспаривании решений избирательных комиссий по вопросам регистрации кандидатов при проведении выборов Президента РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,4,0,0.0,4,100.0,0,0,0.0,0,0
2018,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,Об оспаривании решений избирательных комиссий по выборам в Государственную Думу РФ о регистрации федерального списка кандидатов в депутаты,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2018,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,Об отказе в регистрации федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,6,2,33.0,4,66.0,0,0,0.0,0,0
2023,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2018,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,Об исключении кандидата из федерального списка кандидатов в депутаты Государственной Думы РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",3,0,0.0,3,100.0,0,0,0.0,0,0
2023,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2019,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2024,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2018,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2020,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",3,0,0.0,3,100.0,0,0,0.0,0,0
2022,"О регистрации кандидата , выдвинутого по одномандатному избирательному округу","О регистрации кандидата , выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2021,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",8,1,12.0,7,87.0,0,0,0.0,0,0
2023,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2019,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",2,0,0.0,2,100.0,0,0,0.0,0,0
2024,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2018,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",5,0,0.0,5,100.0,2,0,0.0,0,0
2020,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",4,1,25.0,3,75.0,0,0,0.0,0,0
2022,"Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об отказе в регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2021,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,0,0,0.0,0,0.0,0,0,0.0,0,0
2023,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,0,0,0.0,0,0.0,0,0,0.0,0,0
2024,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,2,2,100.0,0,0.0,0,0,0.0,0,0
2018,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,0,0,0.0,0,0.0,0,0,0.0,0,0
2020,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,0,0,0.0,0,0.0,0,0,0.0,0,0
2022,Об аннулировании регистрации федерального списка кандидатов,Об аннулировании регистрации федерального списка кандидатов,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",1,0,0.0,1,100.0,0,0,0.0,0,0
2023,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2019,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2024,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2018,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2020,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",0,0,0.0,0,0.0,0,0,0.0,0,0
2022,"Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу","Об аннулировании регистрации кандидата, выдвинутого по одномандатному избирательному округу",1,0,0.0,1,100.0,0,0,0.0,0,0
2021,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,1,0,0.0,1,100.0,0,0,0.0,0,0
2023,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2019,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,1,0,0.0,1,100.0,0,0,0.0,0,0
2024,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2018,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,0,0,0.0,0,0.0,1,0,0.0,0,0
2020,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,2,0,0.0,2,100.0,0,0,0.0,0,0
2022,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,Об отмене регистрации кандидата на должность высшего должностного лица субъекта РФ,3,0,0.0,3,100.0,0,0,0.0,0,0
2021,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",43,31,72.0,12,27.0,6,0,0.0,0,0
2023,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",56,18,32.0,38,68.0,7,0,0.0,0,0
2019,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",334,108,32.0,226,67.0,70,0,0.0,0,0
2024,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",20,0,0.0,14,70.0,0,0,0.0,0,0
2018,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",27,14,51.9,13,48.1,3,0,0.0,0,0
2020,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",252,147,58.0,105,41.0,21,0,0.0,0,0
2022,"Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов","Об отмене регистрации кандидата, в том числе включенного в зарегистрированный список кандидатов",46,20,43.0,26,56.0,3,0,0.0,0,0
2021,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,6,4,66.0,2,33.0,0,0,0.0,0,0
2023,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,4,1,25.0,3,75.0,0,0,0.0,0,0
2019,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,3,3,100.0,0,0.0,2,0,0.0,0,0
2024,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,1,0,0.0,0,0.0,0,0,0.0,0,0
2018,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,12,3,25.0,9,75.0,5,0,0.0,0,0
2020,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,1,0,0.0,1,100.0,1,0,0.0,0,0
2022,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации списка кандидатов на выборах в законодательные (представительные) органы государственной власти субъектов РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2021,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,26,12,46.0,14,53.0,2,0,0.0,0,0
2023,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,28,11,39.0,17,61.0,1,0,0.0,0,0
2019,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,43,21,48.0,22,51.0,3,0,0.0,0,0
2024,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,0,0,0.0,3,0.0,0,0,0.0,0,0
2018,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,37,14,37.8,23,62.2,5,0,0.0,0,0
2020,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,11,1,9.0,10,90.0,1,0,0.0,0,0
2022,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,Об отмене регистрации кандидата на выборах в законодательные (представительные) органы государственной власти субъектов РФ,2,1,50.0,1,50.0,0,0,0.0,0,0
2021,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,23,12,52.0,11,47.0,0,0,0.0,0,0
2023,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,27,12,44.0,15,56.0,3,0,0.0,0,0
2019,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,155,62,40.0,93,60.0,29,0,0.0,0,0
2024,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,29,1,3.0,5,17.0,0,0,0.0,0,0
2018,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,18,2,11.1,16,88.9,3,0,0.0,0,0
2020,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,128,80,62.0,48,37.0,9,0,0.0,0,0
2022,Об отмене регистрации кандидата на выборную должность местного самоуправления,Об отмене регистрации кандидата на выборную должность местного самоуправления,43,15,34.0,28,65.0,6,0,0.0,0,0
2021,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,48,21,43.0,27,56.0,6,0,0.0,0,0
2023,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,40,15,38.0,25,63.0,3,0,0.0,0,0
2019,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,232,77,33.0,155,66.0,20,0,0.0,0,0
2024,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,15,0,0.0,3,20.0,0,0,0.0,0,0
2018,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,59,22,37.3,37,62.7,5,0,0.0,0,0
2020,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,222,135,60.0,87,39.0,38,0,0.0,0,0
2022,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,Об отмене регистрации кандидата на выборах в представительные органы местного самоуправления,74,32,43.0,42,56.0,41,0,0.0,0,0
2021,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",0,0,0.0,0,0.0,0,0,0.0,0,0
2023,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",0,0,0.0,0,0.0,0,0,0.0,0,0
2019,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",1,0,0.0,1,100.0,0,0,0.0,0,0
2024,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",0,0,0.0,0,0.0,0,0,0.0,0,0
2018,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",1,0,0.0,1,100.0,0,0,0.0,0,0
2020,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",1,0,0.0,1,100.0,0,0,0.0,0,0
2022,"Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума","Об отмене регистрации инициативной группы по проведению референдума, иной группы участников референдума",1,1,100.0,0,0.0,0,0,0.0,41,41
2021,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",1,1,100.0,0,0.0,0,0,0.0,0,0
2023,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",1,0,0.0,1,100.0,0,0,0.0,0,0
2019,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",6,4,66.0,2,33.0,0,0,0.0,0,0
2024,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",1,1,100.0,0,0.0,0,0,0.0,0,0
2018,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",4,4,100.0,0,0.0,0,0,0.0,0,0
2020,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",1,0,0.0,1,100.0,0,0,0.0,0,0
2022,"Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления","Об определении срока назначения выборов в органы государственной власти субъектов РФ, а также в органы местного самоуправления",0,0,0.0,0,0.0,0,0,0.0,0,0
2021,"О прекращении деятельности инициативной группы по проведению референдума РФ, инициативной агитационной группы","О прекращении деятельности инициативной группы по проведению референдума РФ, инициативной агитационной группы",0,0,0.0,0,0.0,0,0,0.0,0,0
2023,"О прекращении деятельности инициативной группы по проведению референдума РФ, инициативной агитационной группы","О прекращении деятельности инициативной группы по проведению референдума РФ, инициативной агитационной группы",0,0,0.0,0,0.0,0,0,0.0,0,0
2019,"О прекращении деятельности инициативной группы по проведению референдума РФ, инициативной агитационной группы","О прекращении деятельности инициативной группы по проведению референдума РФ, инициативной агитационной группы",0,0,0.0,0,0.0,0,0,0.0,0,0
