Год,Метка_норм,Показатель,Кол-во ходатайств,Удовлетворено,Отклонено,Доля удовлетворенных,Доля отклоненных
2019,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",65526,63370,1041,96.0,1.0
2024,"О производстве обыска, осмотра и выемка в отношении адвоката","О производстве обыска, осмотра и выемка в отношении адвоката",317,298,10,94.0,3.0
2018,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",65034,62678,1168,96.4,1.8
2020,"О производстве обыска, осмотра и выемка в отношении адвоката","О производстве обыска, осмотра и выемка в отношении адвоката",645,596,30,92.0,4.0
2022,"О производстве обыска, осмотра и выемка в отношении адвоката","О производстве обыска, осмотра и выемка в отношении адвоката",427,412,11,96.0,2.0
2021,"О производстве обыска, осмотра и выемка в отношении адвоката","О производстве обыска, осмотра и выемка в отношении адвоката",430,396,19,92.0,4.0
2023,О производстве личного обыска,О производстве личного обыска,874,840,13,96.0,1.0
2019,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",40505,34945,3730,86.0,9.0
2024,О производстве личного обыска,О производстве личного обыска,566,542,15,95.0,2.0
2018,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",41321,35829,3792,86.7,9.2
2020,О производстве личного обыска,О производстве личного обыска,1239,1178,38,95.0,3.0
2022,О производстве личного обыска,О производстве личного обыска,967,924,23,95.0,2.0
2021,О производстве личного обыска,О производстве личного обыска,1328,1270,28,95.0,2.0
2023,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",37348,35567,673,95.0,2.0
2019,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",49173,47780,810,97.0,1.0
2024,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",35050,33073,873,94.0,2.0
2018,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",58793,57135,938,97.2,1.6
2020,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",53162,51248,746,96.0,1.0
2022,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",36615,34923,628,95.0,1.0
2021,"О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях","О производстве выемки предметов и документов, содержащих информацию о вкладах и счетах в банках и иных кредитных организациях",39006,37184,684,95.0,1.0
2023,"о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну","о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну",39047,38118,264,98.0,1.0
2019,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,268294,259621,4347,96.0,1.0
2024,"о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну","о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну",35881,34873,230,97.0,0.0
2018,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,250921,242720,4982,96.7,2.0
2020,"о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну","о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну",17315,16915,124,97.0,0.0
2022,"о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну","о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну",40619,39650,246,97.0,0.0
2021,"о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну","о производстве выемки предметов и документов, содержащих государственную или иную охраняемую федеральным законом тайну",38898,37809,313,97.0,0.0
2023,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",2008,1950,12,97.0,1.0
2019,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,799,725,47,90.0,5.0
2024,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",1336,1288,15,96.0,1.0
2018,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,792,742,29,93.7,3.7
2020,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",6731,6574,61,97.0,0.0
2022,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",3898,3770,46,96.0,1.0
2021,"О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи","О наложении ареста на корреспонденцию, разрешении на ее осмотр и выемку в учреждениях связи",4047,3956,45,97.0,1.0
2023,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",71949,62061,5584,86.0,8.0
2019,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",6246,5893,151,94.0,2.0
2024,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",85911,75957,5417,88.0,6.0
2018,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",3028,2911,48,96.1,1.6
2020,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",43904,37972,3548,86.0,8.0
2022,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",46588,39543,4128,84.0,8.0
2021,"О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,","О наложении ареста на имущество, включая денежные средства физических и юридических лиц, находящиеся на счетах и во вкладах или на хранении в банках и иных кредитных организациях,",45440,38684,3895,85.0,8.0
2023,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,19660,18753,486,95.0,2.0
2019,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,530,376,91,70.0,17.0
2024,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,17509,16809,331,96.0,1.0
2018,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,538,335,132,62.3,24.5
2020,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,34005,32548,739,95.0,2.0
2022,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,23997,23080,313,96.0,1.0
2021,О контроле и записи телефонных и иных переговоров,О контроле и записи телефонных и иных переговоров,39139,38094,527,97.0,1.0
2023,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,252020,244801,2544,97.0,1.0
2019,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,1596,1163,219,72.0,13.0
2024,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,236974,230786,2077,97.0,0.0
2018,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,1250,1009,109,80.7,8.7
2020,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,312558,302663,4033,96.0,1.0
2022,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,246486,239009,2572,96.0,1.0
2021,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,О получении информации о соединениях между абонентами и (или) абонентскими устройствами,275003,266476,3220,96.0,1.0
2023,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",374,320,23,86.0,6.0
2019,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",22954,19991,1258,87.0,5.0
2024,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",350,305,19,87.0,5.0
2018,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",25778,22512,1607,87.3,6.2
2020,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",527,476,19,90.0,3.0
2022,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",389,336,27,86.0,6.0
2021,"Об установлении срока ареста, наложенного на имущество","Об установлении срока ареста, наложенного на имущество",555,497,22,89.0,4.0
2023,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,6817,6430,118,94.0,2.0
2019,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",514794,514115,636,99.0,0.0
2024,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,8028,7609,126,94.0,1.0
2018,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",529486,528711,745,100.0,0.1
2020,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,7072,6677,189,94.0,2.0
2022,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,6580,6237,113,94.0,1.0
2021,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,О продлении срока применения меры процессуального принуждения в виде наложения ареста на имущество,6708,6302,157,93.0,2.0
2023,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,310,188,68,61.0,22.0
2019,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",35740,35663,68,99.0,0.0
2024,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,213,143,41,67.0,19.0
2018,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",33202,33109,87,99.7,0.3
2020,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,1378,1217,76,88.0,5.0
2022,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,387,219,97,56.0,25.0
2021,О временном отстранении подозреваемого или обвиняемого от должности,О временном отстранении подозреваемого или обвиняемого от должности,434,299,78,68.0,18.0
2023,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",7115,4771,1015,67.0,14.0
2019,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,161157,159881,996,99.0,0.0
2024,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",4200,2854,620,67.0,14.0
2018,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,108817,107734,887,99.0,0.8
2020,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",2416,1708,348,70.0,14.0
2022,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",3257,2348,439,72.0,13.0
2021,"О реализации, об утилизации или уничтожении вещественных доказательств","О реализации, об утилизации или уничтожении вещественных доказательств",2257,1641,268,72.0,11.0
2023,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",3353,2382,345,71.0,10.0
2019,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",90455,89624,548,99.0,0.0
2024,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",3533,2616,347,74.0,9.0
2018,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",60896,59637,904,97.9,1.5
2020,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",20774,17639,1495,84.0,7.0
2022,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",4186,3053,422,72.0,10.0
2021,"Иные, вынесенные в ходе досудебного производства","Иные, вынесенные в ходе досудебного производства",9158,7425,647,81.0,7.0
2023,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",3353,2382,345,71.0,10.0
2019,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,119775,5301,22275,4.0,18.0
2024,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",3533,2616,347,74.0,9.0
2018,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,121845,5413,22843,4.4,18.7
2020,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",531331,530480,785,99.0,0.0
2022,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",4186,3053,422,72.0,10.0
2021,"Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД","Об ограничении конституционных прав граждан на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений, передаваемых по сетям электрической и почтовой связи в рамках ОРД",9158,7425,647,81.0,7.0
2023,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,3353,2382,345,71.0,10.0
2019,"Жалобы на действия должностных лиц , осуществляющих уголовное производство","Жалобы на действия должностных лиц , осуществляющих уголовное производство",60,7,12,11.0,20.0
2024,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,3533,2616,347,74.0,9.0
2018,"Жалобы на действия должностных лиц , осуществляющих уголовное производство","Жалобы на действия должностных лиц , осуществляющих уголовное производство",19,1,4,5.3,21.1
2020,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,35251,35148,100,99.0,0.0
2022,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,4186,3053,422,72.0,10.0
2021,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,Об ограничении конституционных прав граждан на неприкосновенность жилища в рамках ОРД,9158,7425,647,81.0,7.0
2023,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",537440,537156,272,100.0,0.0
2019,Жалобы о прекращении уголовного дела вследствие декриминализации деяния,Жалобы о прекращении уголовного дела вследствие декриминализации деяния,10,2,0,20.0,0.0
2024,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",522658,522234,391,99.0,0.0
2018,Жалобы о прекращении уголовного дела вследствие декриминализации деяния,Жалобы о прекращении уголовного дела вследствие декриминализации деяния,0,0,0,0.0,0.0
2020,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",206966,205596,1022,99.0,0.0
2022,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",493796,493539,206,99.0,0.0
2021,"О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД","О получении справок по операциям, счетам и вкладам, составляющим банковскую тайну в рамках ОРД",539683,539191,444,99.0,0.0
2023,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,43898,43833,59,100.0,0.0
2019,"Жалобы о прекращении уголовного дела в отношении несовершеннолетних, не достигших возраста привлечения к уголовной ответственности","Жалобы о прекращении уголовного дела в отношении несовершеннолетних, не достигших возраста привлечения к уголовной ответственности",6,1,2,16.0,33.0
2024,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,52280,52127,147,99.0,0.0
2018,"Жалобы о прекращении уголовного дела в отношении несовершеннолетних, не достигших возраста привлечения к уголовной ответственности","Жалобы о прекращении уголовного дела в отношении несовершеннолетних, не достигших возраста привлечения к уголовной ответственности",6,1,4,16.7,66.7
2020,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,130979,130039,567,99.0,0.0
2022,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,43550,43288,129,99.0,0.0
2021,О проведении иных оперативно-розыскных мероприятий,О проведении иных оперативно-розыскных мероприятий,36126,36006,107,99.0,0.0
2023,"Жалобы на действия должностных лиц , осуществляющих уголовное производство","Жалобы на действия должностных лиц , осуществляющих уголовное производство",262935,261724,948,100.0,0.0
2019,"Жалобы о прекращении уголовного дела в отношении несовершеннолетних, достигших возраста, уголовной ответственности, отстающих в психическом развитии","Жалобы о прекращении уголовного дела в отношении несовершеннолетних, достигших возраста, уголовной ответственности, отстающих в психическом развитии",168,7,147,4.0,87.0
2024,"Жалобы на действия должностных лиц , осуществляющих уголовное производство","Жалобы на действия должностных лиц , осуществляющих уголовное производство",279839,278229,1244,99.0,0.0
2018,"Жалобы о прекращении уголовного дела в отношении несовершеннолетних, достигших возраста, уголовной ответственности, отстающих в психическом развитии","Жалобы о прекращении уголовного дела в отношении несовершеннолетних, достигших возраста, уголовной ответственности, отстающих в психическом развитии",182,35,130,19.2,71.4
