Год,Метка_норм,Показатель,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2022,"О признании недействительным решений Фонда социального страхования РФ, Фонда обязательного медицинского страхования РФ об отказе в выплате социальных пособий, в назначении компенсационных выплат и т.п","О признании недействительным решений Фонда социального страхования РФ, Фонда обязательного медицинского страхования РФ об отказе в выплате социальных пособий, в назначении компенсационных выплат и т.п",99,63,63.0,36,36.0,3,0,0.0,54,0
2021,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,65,42,64.0,23,35.0,2,0,0.0,1322,31
2023,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,86,57,66.0,29,34.0,9,0,0.0,100,2
2019,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,48,38,79.0,10,20.0,6,0,0.0,0,0
2024,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,91,68,74.0,23,25.0,5,0,0.0,0,0
2018,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,73,59,80.8,14,19.2,2,0,0.0,5,0
2020,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,97,67,69.0,30,30.0,5,0,0.0,111,2
2022,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,О признании недействительным отказа в предоставлении мер социальной поддержки в связи с утратой жилого помещения,29,18,62.0,11,37.0,2,0,0.0,28,1
2021,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,478,279,58.0,199,41.0,18,0,0.0,1448,5
2023,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,827,672,81.0,155,19.0,11,0,0.0,5846,9
2019,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,410,206,50.0,204,49.0,21,0,0.0,6933,33
2024,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,693,553,79.0,140,20.0,12,0,0.0,86,0
2018,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,548,196,35.8,352,64.2,14,0,0.0,169,1
2020,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,387,212,54.0,175,45.0,18,0,0.0,2680,13
2022,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,О признании недействительным отказа в принятии на учёт для получения единовременной социальной выплаты для приобретения или строительства жилого помещения,613,429,69.0,184,30.0,13,0,0.0,262,0
2021,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",1043,643,61.0,400,38.0,21,0,0.0,24,0
2023,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",514,221,43.0,293,57.0,17,0,0.0,31,0
2019,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",2378,1619,68.0,759,31.0,45,0,0.0,45,0
2024,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",445,178,40.0,267,60.0,18,0,0.0,95,0
2018,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",3187,2248,70.5,939,29.5,51,0,0.0,913,0
2020,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",1597,1045,65.0,552,34.0,37,0,0.0,60,0
2022,"О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения","О признании недействительным отказа в выдаче удостоверения, о признании недействительным решения об аннулировании удостоверения",689,348,50.0,341,49.0,19,0,0.0,73,0
2021,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",2598,2388,91.0,210,8.0,339,0,0.0,30713,13
2023,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",3381,3203,95.0,178,5.0,322,0,0.0,83915,26
2019,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",2078,1811,87.0,267,12.0,300,0,0.0,32088,17
2024,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",4546,4294,94.0,252,5.0,352,0,0.0,529,0
2018,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",3121,2642,84.7,479,15.3,319,0,0.0,267,0
2020,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",1717,1487,86.0,230,13.0,188,0,0.0,18334,12
2022,"Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)","Иные споры, связанные с предоставлением государственной социальной помощи (скидки по оплате жилищно-коммунальных услуг, бесплатное обеспечение лекарствами, льготы и другие)",4139,3928,94.0,211,5.0,410,0,0.0,575,0
2021,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5730,5039,87.0,691,12.0,757,0,0.0,115199,23
2023,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5423,4694,87.0,729,13.0,938,0,0.0,180859,39
2019,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5259,4676,88.0,583,11.0,772,0,0.0,114903,24
2024,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5785,4985,86.0,800,13.0,874,4,0.0,1227,0
2018,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5047,4303,85.3,744,14.7,507,0,0.0,430,0
2020,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",4379,3821,87.0,558,12.0,684,0,0.0,95710,25
2022,"Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий","Иные споры, связанные с предоставлением социальных пособий, компенсационных выплат, денежных субсидий",5002,4343,86.0,659,13.0,722,0,0.0,1119,0
2021,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",573,514,89.0,59,10.0,39,0,0.0,3540,7
2023,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",607,527,87.0,80,13.0,95,0,0.0,14350,27
2019,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",314,238,75.0,76,24.0,18,0,0.0,7584,31
2024,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",607,523,86.0,84,13.0,79,0,0.0,22,0
2018,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",468,377,80.6,91,19.4,31,24,5.1,30,0
2020,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",224,170,75.0,54,24.0,28,0,0.0,5119,30
2022,"Иные споры, связанные с предоставлением гражданам социального обслуживания","Иные споры, связанные с предоставлением гражданам социального обслуживания",749,672,89.0,77,10.0,92,0,0.0,37,0
2021,Иные социальные споры,Иные социальные споры,10752,8682,80.0,2070,19.0,930,682,6.0,310927,36
2023,Иные социальные споры,Иные социальные споры,16002,13444,84.0,2558,16.0,1298,614,4.0,474407,35
2019,Иные социальные споры,Иные социальные споры,13128,10807,82.0,2321,17.0,984,1639,12.0,308715,28
2024,Иные социальные споры,Иные социальные споры,13806,11337,82.0,2469,17.0,1303,932,6.0,3855,0
2018,Иные социальные споры,Иные социальные споры,14172,11437,80.7,2735,19.3,1053,2269,16.0,2583,0
2020,Иные социальные споры,Иные социальные споры,9935,7798,78.0,2137,21.0,882,377,3.0,209691,27
2022,Иные социальные споры,Иные социальные споры,11817,9822,83.0,1995,16.0,1101,936,7.0,2757,0
2021,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",9,4,44.0,5,55.0,4,0,0.0,0,0
2023,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",11,5,45.0,6,55.0,0,0,0.0,72,14
2019,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",20,12,60.0,8,40.0,1,0,0.0,0,0
2024,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",9,2,22.0,7,77.0,0,0,0.0,0,0
2018,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",20,6,30.0,14,70.0,1,0,0.0,0,0
2020,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",5,2,40.0,3,60.0,1,0,0.0,64,32
2022,"Иные иски, связанные с реабилитацией жертв политических репрессий","Иные иски, связанные с реабилитацией жертв политических репрессий",8,3,37.0,5,62.0,1,0,0.0,0,0
2021,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,1617,1412,87.0,205,12.0,43,0,0.0,68930,49
2023,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,451,373,83.0,78,17.0,22,0,0.0,16519,44
2019,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,1830,1520,83.0,310,16.0,49,0,0.0,25777,17
2024,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,487,436,89.0,51,10.0,35,0,0.0,129,0
2018,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,2249,1816,80.7,433,19.3,57,0,0.0,281,0
2020,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,332,243,73.0,89,26.0,18,0,0.0,7453,31
2022,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,Иные иски о возмещении ущерба имуществу в результате чрезвычайных ситуаций,910,735,80.0,175,19.0,42,0,0.0,138,0
2021,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,60,47,78.0,13,21.0,2,0,0.0,9034,192
2023,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,79,60,76.0,19,24.0,5,0,0.0,9210,153
2019,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,48,42,87.0,6,12.0,18,0,0.0,14646,348
2024,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,75,60,80.0,15,20.0,4,0,0.0,35,0
2018,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,92,76,82.6,16,17.4,9,0,0.0,180,2
2020,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,56,43,76.0,13,23.0,6,0,0.0,18191,423
2022,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,Иные иски о возмещении ущерба за утрату права собственности на жилое помещение,82,63,76.0,19,23.0,3,0,0.0,116,1
2021,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,14,11,78.0,3,21.0,1,0,0.0,1202,109
2023,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,14,12,86.0,2,14.0,0,1,7.0,705,59
2019,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,39,34,87.0,5,12.0,1,3,7.0,2981,87
2024,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,14,10,71.0,4,28.0,0,1,7.0,0,0
2018,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,29,24,82.8,5,17.2,3,13,44.8,0,0
2020,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,20,19,95.0,1,5.0,2,4,20.0,620,33
2022,Иные споры вынужденных переселенцев и беженцев,Иные споры вынужденных переселенцев и беженцев,11,7,63.0,4,36.0,1,0,0.0,22,3
2021,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,312,260,83.0,52,16.0,47,1,0.0,110948,427
2023,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,298,257,86.0,41,14.0,45,1,0.0,176124,685
2019,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,460,395,85.0,65,14.0,71,2,0.0,154809,391
2024,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,308,269,87.0,39,12.0,42,0,0.0,1736,6
2018,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,507,430,84.8,77,15.2,114,1,0.2,2086,5
2020,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,415,357,86.0,58,14.0,60,2,0.0,180244,505
2022,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с исполнением трудовых обязанностей,346,295,85.0,51,14.0,43,1,0.0,753,2
2021,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1017,922,90.0,95,9.0,125,3,0.0,225282,244
2023,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,738,703,95.0,35,5.0,94,7,1.0,242730,345
2019,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1184,1105,93.0,79,6.0,130,1,0.0,340010,307
2024,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,626,599,95.0,27,4.0,84,17,2.0,2815,4
2018,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1313,1235,94.1,78,5.9,177,2,0.2,3212,3
2020,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,1011,909,89.0,102,10.0,112,3,0.0,188234,207
2022,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцав связи с нарушением правил движения и авариями на транспорте,925,868,93.0,57,6.0,120,13,1.0,3079,3
2021,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,493,436,88.0,57,11.0,48,23,4.0,208545,478
2023,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,245,218,89.0,27,11.0,26,3,1.0,51448,236
2019,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,498,433,86.0,65,13.0,53,10,2.0,87011,201
2024,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,285,255,89.0,30,10.0,38,5,1.0,792,3
2018,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,711,623,87.6,88,12.4,63,34,4.8,1371,2
2020,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,406,362,89.0,44,10.0,34,19,4.0,122311,338
2022,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,Впервые предъявленные иски о возмещении вреда за увечье и смерть кормильцапо другим основаниям,298,264,88.0,34,11.0,50,3,1.0,975,3
2021,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1822,1618,88.0,204,11.0,220,27,1.0,544775,337
2023,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1281,1178,92.0,103,8.0,165,11,1.0,470303,399
2019,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",2142,1933,90.0,209,9.0,254,13,0.0,581831,301
2024,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1219,1123,92.0,96,7.0,164,22,1.0,5345,4
2018,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",2531,2288,90.4,243,9.6,354,37,1.5,6669,3
2020,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1832,1628,88.0,204,11.0,206,24,1.0,490789,301
2022,"О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний","О взыскании страхового возмещения по делам лиц, пострадавших от несчастных случаев на производстве и профессиональных заболеваний",1569,1427,90.0,142,9.0,213,17,1.0,4808,3
